Sentence_ID,Genre,Title,Sentence,VADER_Compound,Rater_1,Rater_2,Rater_3
643,Philosophy/Essays,Thus Spake Zarathustra A Book,"The author of ""Zarathustra"" never lost sight of that egregious example of a transvaluation of all values through Christianity, whereby the whole of the deified mode of life and thought of the Greeks, as well as strong Romedom, was almost annihilated or transvalued in a comparatively short time.",0.8427,,,
644,Philosophy/Essays,Thus Spake Zarathustra A Book,"Beneath this is written:-- ""Zarathustra born on lake Urmi; left his home in his thirtieth year, went into the province of Aria, and, during ten years of solitude in the mountains, composed the Zend-Avesta.""",0.0,,,
645,Philosophy/Essays,Thus Spake Zarathustra A Book,"It was on these two roads that all 'Zarathustra' came to me, above all Zarathustra himself as a type;--I ought rather to say that it was on these walks that these ideas waylaid me.""",0.0,,,
646,Philosophy/Essays,Thus Spake Zarathustra A Book,"In a chamber high above the Piazza just mentioned, from which one obtained a general view of Rome and could hear the fountains plashing far below, the loneliest of all songs was composed--'The Night-Song'.",-0.5267,,,
647,Philosophy/Essays,Thus Spake Zarathustra A Book,"It actually seems, to use one of Zarathustra's own phrases, as if all things came unto one, and would fain be similes: 'Here do all things come caressingly to thy talk and flatter thee, for they want to ride upon thy back.",0.1779,,,
648,Philosophy/Essays,Thus Spake Zarathustra A Book,"In the following November, while staying at Mentone, he began to elaborate these notes, and after a long pause, finished the manuscript at Nice between the end of January and the middle of February 1885.",0.4215,,,
649,Philosophy/Essays,Thus Spake Zarathustra A Book,"But at last his heart changed,--and rising one morning with the rosy dawn, he went before the sun, and spake thus unto it: Thou great star!",0.7871,,,
650,Philosophy/Essays,Thus Spake Zarathustra A Book,Then thou carriedst thine ashes into the mountains: wilt thou now carry thy fire into the valleys?,-0.34,,,
651,Philosophy/Essays,Thus Spake Zarathustra A Book,"Go not to men, but stay in the forest!",0.0,,,
652,Philosophy/Essays,Thus Spake Zarathustra A Book,"And just the same shall man be to the Superman: a laughing-stock, a thing of shame.",-0.4767,,,
653,Philosophy/Essays,Thus Spake Zarathustra A Book,Is your soul not poverty and pollution and wretched self-complacency?,0.4023,,,
654,Philosophy/Essays,Thus Spake Zarathustra A Book,I do not see that I am fervour and fuel.,0.0,,,
655,Philosophy/Essays,Thus Spake Zarathustra A Book,"I love him who liveth in order to know, and seeketh to know in order that the Superman may hereafter live.",0.6369,,,
656,Philosophy/Essays,Thus Spake Zarathustra A Book,"I love all who are like heavy drops falling one by one out of the dark cloud that lowereth over man: they herald the coming of the lightning, and succumb as heralds.",0.7269,,,
657,Philosophy/Essays,Thus Spake Zarathustra A Book,I tell you: ye have still chaos in you.,-0.5719,,,
658,Philosophy/Essays,Thus Spake Zarathustra A Book,Every one wanteth the same; every one is equal: he who hath other sentiments goeth voluntarily into the madhouse.,0.0,,,
659,Philosophy/Essays,Thus Spake Zarathustra A Book,"When he was just midway across, the little door opened once more, and a gaudily-dressed fellow like a buffoon sprang out, and went rapidly after the first one.",0.3612,,,
660,Philosophy/Essays,Thus Spake Zarathustra A Book,"Now thou perishest by thy calling: therefore will I bury thee with mine own hands.""",0.0,,,
661,Philosophy/Essays,"The Will to Believe, and Other","If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
662,Philosophy/Essays,"The Will to Believe, and Other",Something is always mere fact and givenness ; and there may be in the whole universe no one point of view extant from which this would not be found to be the case.,-0.296,,,
663,Philosophy/Essays,"The Will to Believe, and Other",To some rationalizing readers such advocacy will seem a sad misuse of one's professional position.,-0.4767,,,
664,Philosophy/Essays,"The Will to Believe, and Other","After all, though, you will say, Why such an ado about a matter concerning which, however we may theoretically differ, we all practically agree?",0.3818,,,
665,Philosophy/Essays,"The Will to Believe, and Other",The most interesting and valuable things about a man are his ideals and over-beliefs.,0.7996,,,
666,Philosophy/Essays,"The Will to Believe, and Other","PAGE THE WILL TO BELIEVE 1 Hypotheses and options, 1 .",0.0,,,
667,Philosophy/Essays,"The Will to Believe, and Other","Theism a mean between two extremes, 134 .",0.0,,,
668,Philosophy/Essays,"The Will to Believe, and Other","THE IMPORTANCE OF INDIVIDUALS 255 Small differences may be important, 256 .",0.6166,,,
669,Philosophy/Essays,"The Will to Believe, and Other","I have long defended to my own students the lawfulness of voluntarily adopted faith; but as soon as they have got well imbued with the logical spirit, they have as a rule refused to admit my contention to be lawful philosophically, even though in point of fact they were personally all the time chock-full of some faith or other themselves.",0.8271,,,
670,Philosophy/Essays,"The Will to Believe, and Other","But if I say: ""Be an agnostic or be a Christian,"" it is otherwise: trained as you are, each hypothesis makes some appeal, however small, to your belief.",0.0,,,
671,Philosophy/Essays,"The Will to Believe, and Other","When we look at certain facts, it seems as if our passional and volitional nature lay at the root of all our convictions.",0.5719,,,
672,Philosophy/Essays,"The Will to Believe, and Other","We feel that a faith in masses and holy water adopted wilfully after such a mechanical calculation would lack the inner soul of faith's reality; and if we were ourselves in the place of the Deity, we should probably take particular pleasure in cutting off believers of this pattern from their infinite reward.",0.8126,,,
673,Philosophy/Essays,"The Will to Believe, and Other","All this strikes one as healthy, even when expressed, as by Clifford, with somewhat too much of robustious pathos in the voice.",0.0516,,,
674,Philosophy/Essays,"The Will to Believe, and Other",[ 2 ] As a rule we disbelieve all facts and theories for which we have no use.,-0.5267,,,
675,Philosophy/Essays,"The Will to Believe, and Other","V. It will be observed that for the purposes of this discussion we are on 'dogmatic' ground,--ground, I mean, which leaves systematic philosophical scepticism altogether out of account.",-0.2023,,,
676,Philosophy/Essays,"The Will to Believe, and Other","We slouchy modern thinkers dislike to talk in Latin,--indeed, we dislike to talk in set terms at all; but at bottom our own state of mind is very much like this whenever we uncritically abandon ourselves: You believe in objective evidence, and I do.",-0.4181,,,
677,Philosophy/Essays,"The Will to Believe, and Other","Apart from abstract propositions of comparison (such as two and two are the same as four), propositions which tell us nothing by themselves about concrete reality, we find no proposition ever regarded by any one as evidently certain that has not either been called a falsehood, or at least had its truth sincerely questioned by some one else.",0.5994,,,
678,Philosophy/Essays,"The Will to Believe, and Other",Not where it comes from but what it leads to is to decide.,0.0,,,
679,Philosophy/Essays,"The Will to Believe, and Other","He may be critical of many of his desires and fears, but this fear he slavishly obeys.",-0.7814,,,
680,Philosophy/Essays,"The Will to Believe, and Other","Throughout the breadth of physical nature facts are what they are quite independently of us, and seldom is there any such hurry about them that the risks of being duped by believing a premat",-0.5994,,,
681,Philosophy/Essays,Siddhartha,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
682,Philosophy/Essays,Siddhartha,"Walking the rosy paths of the fig tree garden, sitting in the bluish shade of the grove of contemplation, washing his limbs daily in the bath of repentance, sacrificing in the dim shade of the mango forest, his gestures of perfect decency, everyone's love and joy, he still lacked all joy in his heart.",0.9477,,,
683,Philosophy/Essays,Siddhartha,"No, not to be looked down upon was the tremendous amount of enlightenment which lay here collected and preserved by innumerable generations of wise Brahmans.--But where were the Brahmans, where the priests, where the wise men or penitents, who had succeeded in not just knowing this deepest of all knowledge but also to live it?",0.5267,,,
684,Philosophy/Essays,Siddhartha,"The evening had come, it was time to perform the evening's ablution.",0.0,,,
685,Philosophy/Essays,Siddhartha,"Silent and motionless stood the son with his arms folded, silent and motionless sat the father on the mat, and the stars traced their paths in the sky.",0.0,,,
686,Philosophy/Essays,Siddhartha,"""Siddhartha will do what his father will tell him to do.""",0.0,,,
687,Philosophy/Essays,Siddhartha,"He ate only once a day, and never something cooked.",0.0,,,
688,Philosophy/Essays,Siddhartha,"He went the way of self-denial by means of pain, through voluntarily suffering and overcoming pain, hunger, thirst, tiredness.",-0.8934,,,
689,Philosophy/Essays,Siddhartha,"The same escape, the same short numbing is what the driver of an ox-cart finds in the inn, drinking a few bowls of rice-wine or fermented coconut-milk.",-0.1027,,,
690,Philosophy/Essays,Siddhartha,"We find comfort, we find numbness, we learn feats, to deceive others.",-0.3182,,,
691,Philosophy/Essays,Siddhartha,"And Govinda mumbled a verse to himself, a verse from an Upanishad: He who ponderingly, of a purified spirit, loses himself in the meditation of Atman, unexpressable by words is his blissfulness of his heart.",-0.1531,,,
692,Philosophy/Essays,Siddhartha,"Speak, friend, wouldn't we want to go there too and listen to the teachings from the Buddha's mouth?""",0.4548,,,
693,Philosophy/Essays,Siddhartha,"But Siddhartha put his mouth close to Govinda's ear and whispered to him: ""Now, I want to show the old man that I've learned something from him.""",0.1154,,,
694,Philosophy/Essays,Siddhartha,"This made Govinda happy, and full of joy he exclaimed: ""Well so, thus we have reached our destination, and our path has come to an end!",0.8832,,,
695,Philosophy/Essays,Siddhartha,"With a hidden smile, quiet, calm, somewhat resembling a healthy child, the Buddha walked, wore the robe and placed his feet just as all of his monks did, according to a precise rule.",0.7369,,,
696,Philosophy/Essays,Siddhartha,"And Gotama accepted them by speaking: ""You have heard the teachings well, it has come to you well.",0.6486,,,
697,Philosophy/Essays,Siddhartha,"Siddhartha placed his hand on Govinda's shoulder: ""You failed to hear my good wish for you, oh Govinda.",0.6705,,,
698,Philosophy/Essays,Siddhartha,"But I will again start on my pilgrimage.""",0.0,,,
699,Philosophy/Essays,Siddhartha,But let me say this one more thing: I have not doubted in you for a single moment.,0.3007,,,
700,Philosophy/Essays,Siddhartha,"Only for myself, for myself alone, I m",-0.25,,,
701,Historical/Political,The Jungle,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
702,Historical/Political,The Jungle,"There were five pink paper roses twisted in the veil, and eleven bright green rose leaves.",0.4404,,,
703,Historical/Political,The Jungle,"To the right there is a door from the saloon, with a few loafers in the doorway, and in the corner beyond it a bar, with a presiding genius clad in soiled white, with waxed black mustaches and a carefully oiled curl plastered against one side of his forehead.",0.128,,,
704,Historical/Political,The Jungle,"All this time they have been there, playing in a mad frenzy--all of this scene must be read, or said, or sung, to music.",-0.34,,,
705,Historical/Political,The Jungle,"Before the feast has been five minutes under way, Tamoszius Kuszleika has risen in his excitement; a minute or two more and you see that he is beginning to edge over toward the tables.",0.4939,,,
706,Historical/Political,The Jungle,"In the excitement of this masterpiece Tamoszius Kuszleika begins to edge in between the tables, making his way toward the head, where sits the bride.",0.8074,,,
707,Historical/Political,The Jungle,"He has been only six months in America, and the change has not done him good.",-0.3412,,,
708,Historical/Political,The Jungle,"Some do not dance anything at all, but simply hold each other's hands and allow the undisciplined joy of motion to express itself with their feet.",0.8201,,,
709,Historical/Political,The Jungle,"Juozas is driving one of Durham's wagons, and is making big wages.",0.0,,,
710,Historical/Political,The Jungle,"The cut may heal, but you never can tell.",-0.1406,,,
711,Historical/Political,The Jungle,"The acziavimas is a ceremony which, once begun, will continue for three or four hours, and it involves one uninterrupted dance.",0.0,,,
712,Historical/Political,The Jungle,Endlessly the dancers swung round and round--when they were dizzy they swung the other way.,-0.2263,,,
713,Historical/Political,The Jungle,"She drove on the dancers--what had once been the ring had now the shape of a pear, with Marija at the stem, pulling one way and pushing the other, shouting, stamping, singing, a very volcano of energy.",0.3321,,,
714,Historical/Political,The Jungle,"Ona stood by, her eyes wide with terror.",-0.5267,,,
715,Historical/Political,The Jungle,"Money could not tell the value of these chickens to old Mrs. Jukniene--she valued them differently, for she had a feeling that she was getting something for nothing by means of them--that with them she was getting the better of a world that was getting the better of her in so many other ways.",0.8,,,
716,Historical/Political,The Jungle,"He had said it again in New York, when the smooth-spoken agent had taken them in hand and made them pay such high prices, and almost prevented their leaving his place, in spite of their paying.",-0.2006,,,
717,Historical/Political,The Jungle,"There is no fight that night--perhaps because Jurgis, too, is watchful--even more so than the policeman.",-0.5859,,,
718,Historical/Political,The Jungle,"Little Ona is nearly ready to faint--and half in a stupor herself, because of the heavy scent in the room.",0.3612,,,
719,Historical/Political,The Jungle,He could not even imagine how it would feel to be beaten.,-0.4215,,,
720,Historical/Political,The Jungle,"There are a very few peasants settled in it, holding title from ancient times; and one of these was Antanas Rudkus, who had been reared himself, and had reared his children in turn,",0.0,,,
721,Historical/Political,Up from Slavery An Autobiogra,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
722,Historical/Political,Up from Slavery An Autobiogra,"Williams College had many good things for youth in that day, as it has in this, but the greatest was the strong personality of its famous president.",0.9217,,,
723,Historical/Political,Up from Slavery An Autobiogra,The first time that I went to Tuskegee I was asked to make an address to the school on Sunday evening.,0.0,,,
724,Historical/Political,Up from Slavery An Autobiogra,"I had long ago thrown aside illusions and theories, and was willing to meet the facts face to face, and to do whatever in God's name a man might do towards saving the next generation from such a burden.",-0.4404,,,
725,Historical/Political,Up from Slavery An Autobiogra,It is almost the only one of which it may be said that it points the way to a new epoch in a large area of our national life.,0.0,,,
726,Historical/Political,Up from Slavery An Autobiogra,Mr. Washington has won a world-wide fame at an early age.,0.765,,,
727,Historical/Political,Up from Slavery An Autobiogra,It has thus come about that the school is taking a more direct and helpful hold on life in the South than anywhere else in the country.,0.4703,,,
728,Historical/Political,Up from Slavery An Autobiogra,I have been unsuccessful in securing any information that would throw any accurate light upon the history of my family beyond my mother.,-0.0516,,,
729,Historical/Political,Up from Slavery An Autobiogra,"There was no wooden floor in our cabin, the naked earth being used as a floor.",-0.296,,,
730,Historical/Political,Up from Slavery An Autobiogra,I was asked not long ago to tell something about the sports and pastimes that I engaged in during my youth.,0.4019,,,
731,Historical/Political,Up from Slavery An Autobiogra,"These discussions showed that they understood the situation, and that they kept themselves informed of events by what was termed the ""grape-vine"" telegraph.",0.0,,,
732,Historical/Political,Up from Slavery An Autobiogra,"Naturally much of the conversation of the white people turned upon the subject of freedom and the war, and I absorbed a good deal of it.",0.4939,,,
733,Historical/Political,Up from Slavery An Autobiogra,"I had to wear the flax shirt or none; and had it been left to me to choose, I should have chosen to wear no covering.",-0.296,,,
734,Historical/Political,Up from Slavery An Autobiogra,"Any one attempting to harm ""young Mistress"" or ""old Mistress"" during the night would have had to cross the dead body of the slave to do so.",-0.8316,,,
735,Historical/Political,Up from Slavery An Autobiogra,I pity from the bottom of my heart any nation or body of people that is so unfortunate as to get entangled in the net of slavery.,-0.8972,,,
736,Historical/Political,Up from Slavery An Autobiogra,"The slaves, of course, had little personal interest in the life of the plantation, and their ignorance prevented them from learning how to do things in the most improved and thorough manner.",0.574,,,
737,Historical/Political,Up from Slavery An Autobiogra,"The slaves would give the Yankee soldiers food, drink, clothing--anything but that which had been specifically intrusted to their care and honour.",0.8847,,,
738,Historical/Political,Up from Slavery An Autobiogra,"She explained to us what it all meant, that this was the day for which she had been so long praying, but fearing that she would never live to see.",-0.6323,,,
739,Historical/Political,Up from Slavery An Autobiogra,"In some way a feeling got among the coloured people that it was far from proper for them to bear the surname of their former owners, and a great many of them took other surnames.",0.6808,,,
740,Historical/Political,Up from Slavery An Autobiogra,From the time of our parting till their death we kept up a correspondenc,-0.5994,,,
741,Historical/Political,The Ragged Trousered Philanthr,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
742,Historical/Political,The Ragged Trousered Philanthr,"Another answer is that ""The Philanthropists"" is not a treatise or essay, but a novel.",0.4497,,,
743,Historical/Political,The Ragged Trousered Philanthr,Openings were cut through walls and doors were being put where no doors had been before.,-0.5106,,,
744,Historical/Political,The Ragged Trousered Philanthr,"His trousers were part of a suit that he had once worn for best, but that was so long ago that they had become too small for him, fitting rather tightly and scarcely reaching the top of his patched and broken hob-nailed boots.",-0.1494,,,
745,Historical/Political,The Ragged Trousered Philanthr,"The others did not perhaps object to him trying to better his condition, but his wages--fivepence an hour--were twopence an hour less than the standard rate, and the result was that in slack times often a better workman was ""stood off"" when Sawkins was kept on.",0.7003,,,
746,Historical/Political,The Ragged Trousered Philanthr,"And seeing all this he thought that it was wrong, that the system that produced such results was rotten and should be altered.",-0.7506,,,
747,Historical/Political,The Ragged Trousered Philanthr,"""Is the gent what's bought this 'ouse any relation to Sweater the draper?""",0.0,,,
748,Historical/Political,The Ragged Trousered Philanthr,"""Talking about the drains,"" said old Jack Linden when the laughter produced by this elegant joke had ceased.",0.8412,,,
749,Historical/Political,The Ragged Trousered Philanthr,"Some of them were under the delusion that they were Conservatives: similarly, others imagined themselves to be Liberals.",0.0,,,
750,Historical/Political,The Ragged Trousered Philanthr,"He mumbled something about not having no 'ed for figures, and offered to bring full particulars next day.",0.2235,,,
751,Historical/Political,The Ragged Trousered Philanthr,It was scarcely necessary to think about it at all.,0.0,,,
752,Historical/Political,The Ragged Trousered Philanthr,"""Great as was the distress among the working classes last year, unfortunately there seems every prospect that before the winter which has just commenced is over the distress will be even more acute.",-0.4404,,,
753,Historical/Political,The Ragged Trousered Philanthr,Other countries have Protection and yet many of their people are glad to come here and work for starvation wages.,0.4588,,,
754,Historical/Political,The Ragged Trousered Philanthr,"""Yes,"" said Crass, agreeing with Slyme, ""an' thers plenty of 'em wot's too lazy to work when they can get it.",-0.0258,,,
755,Historical/Political,The Ragged Trousered Philanthr,"It's easy enough to buy one in a building society if you're in reg'lar work.""",0.4404,,,
756,Historical/Political,The Ragged Trousered Philanthr,"""Well, if we're all wrong,"" said Crass, with a sneer, ""praps you can tell us what the real cause is?""",0.0,,,
757,Historical/Political,The Ragged Trousered Philanthr,"But money itself is not wealth: it's of no use whatever.""",-0.7385,,,
758,Historical/Political,The Ragged Trousered Philanthr,"""Why is it,"" continued Owen, ""that we are not only deprived of our inheritance--we are not only deprived of nearly all the benefits of civilization, but we and our children are also often unable to obtain even the bare necessaries of existence?""",0.5194,,,
759,Historical/Political,The Ragged Trousered Philanthr,"His long, thin legs, about which the baggy trousers draped in ungraceful folds, were slightly knock-kneed and terminated in large, flat feet.",0.0,,,
760,Historical/Political,The Ragged Trousered Philanthr,"If there were an architect superintending the work, Misery would square him or bluff him.",-0.5719,,,
761,Historical/Political,The Souls of Black Folk,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
762,Historical/Political,The Souls of Black Folk,"For kindly consenting to their republication here, in altered and extended form, I must thank the publishers of the Atlantic Monthly, The World's Work, the Dial, The New World, and the Annals of the American Academy of Political and Social Science.",0.6908,,,
763,Historical/Political,The Souls of Black Folk,"I was a little thing, away up in the hills of New England, where the dark Housatonic winds between Hoosac and Taghkanic to the sea.",0.0,,,
764,Historical/Political,The Souls of Black Folk,"One ever feels his twoness,--an American, a Negro; two souls, two thoughts, two unreconciled strivings; two warring ideals in one dark body, whose dogged strength alone keeps it from being torn asunder.",-0.2263,,,
765,Historical/Political,The Souls of Black Folk,"By the poverty and ignorance of his people, the Negro minister or doctor was tempted toward quackery and demagogy; and by the criticism of the other world, toward ideals that made him ashamed of his lowly tasks.",-0.9001,,,
766,Historical/Political,The Souls of Black Folk,"The first decade was merely a prolongation of the vain search for freedom, the boon that seemed ever barely to elude their grasp,--like a tantalizing will-o'-the-wisp, maddening and misleading the headless host.",-0.5423,,,
767,Historical/Political,The Souls of Black Folk,"The cold statistician wrote down the inches of progress here and there, noted also where here and there a foot had slipped or some one had fallen.",0.0772,,,
768,Historical/Political,The Souls of Black Folk,"Men call the shadow prejudice, and learnedly explain it as the natural defence of culture against barbarism, learning against ignorance, purity against crime, the ""higher"" against the ""lower"" races.",-0.7506,,,
769,Historical/Political,The Souls of Black Folk,"The power of the ballot we need in sheer self-defence,--else what shall save us from a second slavery?",-0.3818,,,
770,Historical/Political,The Souls of Black Folk,"In effect, this tale of the dawn of Freedom is an account of that government of men called the Freedmen's Bureau,--one of the most singular and interesting of the attempts made by a great nation to grapple with vast problems of race and social condition.",0.8612,,,
771,Historical/Political,The Souls of Black Folk,Thus the barriers were levelled and the deed was done.,0.0,,,
772,Historical/Political,The Souls of Black Folk,"Masses of Negroes stood idle, or, if they worked spasmodically, were never sure of pay; and if perchance they received pay, squandered the new thing thoughtlessly.",-0.0951,,,
773,Historical/Political,The Souls of Black Folk,"Some see all significance in the grim front of the destroyer, and some in the bitter sufferers of the Lost Cause.",-0.9201,,,
774,Historical/Political,The Souls of Black Folk,"This bill passed, but too late for action by the House.",0.0,,,
775,Historical/Political,The Souls of Black Folk,"The Secretary of War could issue rations, clothing, and fuel to the destitute, and all abandoned property was placed in the hands of the Bureau for eventual lease and sale to ex-slaves in forty-acre parcels.",-0.7845,,,
776,Historical/Political,The Souls of Black Folk,"No sooner was the work thus started, and the general system and local organization in some measure begun, than two grave difficulties appeared which changed largely the theory and outcome of Bureau work.",-0.7184,,,
777,Historical/Political,The Souls of Black Folk,"Evidently, Congress must soon legislate again on the hastily organized Bureau, which had so quickly grown into wide significance and vast possibilities.",0.2732,,,
778,Historical/Political,The Souls of Black Folk,"The government of the unreconstructed South was thus put very largely in the hands of the Freedmen's Bureau, especially as in many cases the departmental military commander was now made also assistant commissioner.",0.0,,,
779,Historical/Political,The Souls of Black Folk,So the cleft between the white and black South grew.,0.0,,,
780,Historical/Political,The Souls of Black Folk,"So labor contracts were written,--fifty thousand in a single State,--laborers advised, wages guaranteed, and employers supplied.",0.0,,,
781,Historical/Political,The Eighteenth Brumaire of Lou,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
782,Historical/Political,The Eighteenth Brumaire of Lou,We are no more English on account of them than we are Chinese because we all drink tea.,-0.296,,,
783,Historical/Political,The Eighteenth Brumaire of Lou,"The affair, also named from the month in which it took place, is the ""February Revolution"".",0.0,,,
784,Historical/Political,The Eighteenth Brumaire of Lou,"Once the new social establishment was set on foot, the antediluvian giants vanished, and, along with them, the resuscitated Roman world--the Brutuses, Gracchi, Publicolas, the Tribunes, the Senators, and Caesar himself.",0.0,,,
785,Historical/Political,The Eighteenth Brumaire of Lou,"The Englishman, so long as he was in his senses, could not rid himself of the rooted thought making gold.",0.0,,,
786,Historical/Political,The Eighteenth Brumaire of Lou,"On the 2d of December, the February revolution is jockeyed by the trick of a false player, and what seems to be overthrown is no longer the monarchy, but the liberal concessions which had been wrung from it by centuries of struggles.",-0.6059,,,
787,Historical/Political,The Eighteenth Brumaire of Lou,"Universal suffrage seems to have survived only for a moment, to the end that, before the eyes of the whole world, it should make its own testament with its own hands, and, in the name of the people, declare: ""All that exists deserves to perish.""",0.5106,,,
788,Historical/Political,The Eighteenth Brumaire of Lou,"The February days contemplated originally a reform of the suffrage laws, whereby the area of the politically privileged among the property-holding class was to be extended, while the exclusive rule of the aristocracy of finance was to be overthrown.",0.5267,,,
789,Historical/Political,The Eighteenth Brumaire of Lou,"As is known, the 15th of May had no other result than that of removing Blanqui and his associates, i.e.",-0.296,,,
790,Historical/Political,The Eighteenth Brumaire of Lou,But these succeeding blows become ever weaker the more generally they are distributed over the whole surface of society.,0.1154,,,
791,Historical/Political,The Eighteenth Brumaire of Lou,"Every demand for the most simple bourgeois financial reform, for the most ordinary liberalism, for the most commonplace republicanism, for the flattest democracy, is forthwith punished as an ""assault upon society,"" and is branded as ""Socialism.""",-0.8074,,,
792,Historical/Political,The Eighteenth Brumaire of Lou,The paper fought the aristocracy of finance just the same as did the rest of the bourgeois opposition.,-0.3182,,,
793,Historical/Political,The Eighteenth Brumaire of Lou,"Cavaignac, the General of the bourgeois republican party, who commanded at the battle of June, stepped into the place of the Executive Committee with a sort of dictatorial power.",0.0258,,,
794,Historical/Political,The Eighteenth Brumaire of Lou,They had to content themselves with tacking to it the limitation a six months' residence.,-0.296,,,
795,Historical/Political,The Eighteenth Brumaire of Lou,"Wherever the bourgeoisie wholly interdicted these rights to ""others,"" or allowed them their enjoyment under conditions that were but so many police snares, it was always done only in the interest of the ""public safety,"" i. e., of the bourgeoisie, as required by the Constitution.",0.743,,,
796,Historical/Political,The Eighteenth Brumaire of Lou,He has the whole armed power behind him.,0.0,,,
797,Historical/Political,The Eighteenth Brumaire of Lou,"True enough, the National Assembly presents in its several Representatives the various sides of the national spirit, but, in the President, this spirit is incarnated.",0.5106,,,
798,Historical/Political,The Eighteenth Brumaire of Lou,"The ancestors of these ""honest republicans"" had caused their symbol, the tricolor, to make the tour of Europe.",0.5106,,,
799,Historical/Political,The Eighteenth Brumaire of Lou,I shall later have occasion to enter closer into the relation of the farmers to the French revolution.,0.0,,,
800,Historical/Political,The Eighteenth Brumaire of Lou,"In the period that follows, they figure, whether within or without the Assembly, only as memories--memories that seem",0.0,,,
801,Poetry/Drama,Dubliners,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
802,Poetry/Drama,Dubliners,"""I wouldn't like children of mine,"" he said, ""to have too much to say to a man like that.""",-0.4973,,,
803,Poetry/Drama,Dubliners,Two poor women and a telegram boy were reading the card pinned on the crape.,-0.4767,,,
804,Poetry/Drama,Dubliners,But I could not remember the end of the dream.,0.3612,,,
805,Poetry/Drama,Dubliners,"My aunt waited until Eliza sighed and then said: ""Ah, well, he's gone to a better world.""",0.6124,,,
806,Poetry/Drama,Dubliners,"She stopped, as if she were communing with the past and then said shrewdly: ""Mind you, I noticed there was something queer coming over him latterly.",-0.2263,,,
807,Poetry/Drama,Dubliners,"He and his fat young brother Leo, the idler, held the loft of the stable while we tried to carry it by storm; or we fought a pitched battle on the grass.",-0.4019,,,
808,Poetry/Drama,Dubliners,The summer holidays were near at hand when I made up my mind to break out of the weariness of school-life for one day at least.,0.7003,,,
809,Poetry/Drama,Dubliners,We walked along the North Strand Road till we came to the Vitriol Works and then turned to the right along the Wharf Road.,0.0,,,
810,Poetry/Drama,Dubliners,"Refreshed by this, Mahony chased a cat down a lane, but the cat escaped into a wide field.",0.0,,,
811,Poetry/Drama,Dubliners,"I pretended that I had read every book he mentioned so that in the end he said: ""Ah, I can see you are a bookworm like myself.",0.3612,,,
812,Poetry/Drama,Dubliners,"He stood up slowly, saying that he had to leave us for a minute or so, a few minutes, and, without changing the direction of my gaze, I saw him walking slowly away from us towards the near end of the field.",-0.0516,,,
813,Poetry/Drama,Dubliners,"He would love that, he said, better than anything in this world; and his voice, as he led me monotonously through the mystery, grew almost affectionate and seemed to plead with me that I should understand him.",0.866,,,
814,Poetry/Drama,Dubliners,If my uncle was seen turning the corner we hid in the shadow until we had seen him safely housed.,0.4215,,,
815,Poetry/Drama,Dubliners,Some distant lamp or lighted window gleamed below me.,0.0,,,
816,Poetry/Drama,Dubliners,On Saturday morning I reminded my uncle that I wished to go to the bazaar in the evening.,0.0,,,
817,Poetry/Drama,Dubliners,"My aunt said to him energetically: ""Can't you give him the money and let him go?",0.4215,,,
818,Poetry/Drama,Dubliners,Remembering with difficulty why I had come I went over to one of the stalls and examined porcelain vases and flowered tea-sets.,-0.34,,,
819,Poetry/Drama,Dubliners,Still they seemed to have been rather happy then.,0.5719,,,
820,Poetry/Drama,Dubliners,"When they were growing up he had never gone for her like he used to go for Harry and Ernest, because",0.4939,,,
821,Poetry/Drama,The Waste Land,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
822,Poetry/Drama,The Waste Land,"Only There is shadow under this red rock, (Come in under the shadow of this red rock), And I will show you something different from either Your shadow at morning striding behind you Or your shadow at evening rising to meet you; I will show you fear in a handful of dust.",-0.4939,,,
823,Poetry/Drama,The Waste Land,"Unreal City, 60 Under the brown fog of a winter dawn, A crowd flowed over London Bridge, so many, I had not thought death had undone so many.",0.4847,,,
824,Poetry/Drama,The Waste Land,"Above the antique mantel was displayed As though a window gave upon the sylvan scene The change of Philomel, by the barbarous king So rudely forced; yet there the nightingale 100 Filled all the desert with inviolable voice And still she cried, and still the world pursues, ""Jug Jug"" to dirty ears.",-0.9056,,,
825,Poetry/Drama,The Waste Land,He'll want to know what you done with that money he gave you To get yourself some teeth.,0.0772,,,
826,Poetry/Drama,The Waste Land,"160 The chemist said it would be all right, but I've never been the same.",0.0,,,
827,Poetry/Drama,The Waste Land,"But at my back in a cold blast I hear The rattle of the bones, and chuckle spread from ear to ear.",0.5499,,,
